forecast_name,forecast_yrmo,date_year_month,ecosystem_id,product_brand_id,product_brand_name,gross_point_estimate,gross_minimum,gross_maximum
TM1_BASELINE,202412,202504,4000,5118,Kadcynex,60.807,51.686,69.928
TM1_BASELINE,202412,202505,4000,5118,Kadcynex,70.946,60.304,81.588
TM1_BASELINE,202412,202506,4000,5118,Kadcynex,69.841,59.365,80.317
TM1_BASELINE,202412,202501,4001,5101,Retivue,230.954,196.311,265.597
TM1_BASELINE,202412,202502,4001,5101,Retivue,283.314,240.817,325.811
TM1_BASELINE,202412,202503,4001,5101,Retivue,226.886,192.853,260.919
TM1_BASELINE,202412,202504,4001,5101,Retivue,286.591,243.602,329.579
TM1_BASELINE,202412,202505,4001,5101,Retivue,299.977,254.981,344.974
TM1_BASELINE,202412,202506,4001,5101,Retivue,215.021,182.768,247.274
TM1_BASELINE,202412,202501,4001,5102,Vabyseal,293.48,249.458,337.502
TM1_BASELINE,202412,202502,4001,5102,Vabyseal,287.927,244.738,331.117
TM1_BASELINE,202412,202503,4001,5102,Vabyseal,279.368,237.463,321.273
TM1_BASELINE,202412,202504,4001,5102,Vabyseal,295.415,251.102,339.727
TM1_BASELINE,202412,202505,4001,5102,Vabyseal,276.879,235.347,318.41
TM1_BASELINE,202412,202506,4001,5102,Vabyseal,252.592,214.703,290.481
TM1_BASELINE,202412,202501,4001,5105,Ocretiva,247.625,210.481,284.768
TM1_BASELINE,202412,202502,4001,5105,Ocretiva,253.186,215.208,291.164
TM1_BASELINE,202412,202503,4001,5105,Ocretiva,264.027,224.423,303.631
TM1_BASELINE,202412,202504,4001,5105,Ocretiva,245.012,208.26,281.764
TM1_BASELINE,202412,202505,4001,5105,Ocretiva,278.242,236.506,319.979
TM1_BASELINE,202412,202506,4001,5105,Ocretiva,241.836,205.561,278.111
TM1_BASELINE,202412,202501,4001,5109,Hemvia,429.972,365.476,494.468
TM1_BASELINE,202412,202502,4001,5109,Hemvia,432.827,367.903,497.751
TM1_BASELINE,202412,202503,4001,5109,Hemvia,453.99,385.892,522.089
TM1_BASELINE,202412,202504,4001,5109,Hemvia,353.909,300.823,406.995
TM1_BASELINE,202412,202505,4001,5109,Hemvia,434.124,369.006,499.243
TM1_BASELINE,202412,202506,4001,5109,Hemvia,361.169,306.994,415.345
TM1_BASELINE,202412,202501,4001,5112,Xolarin,283.951,241.358,326.543
TM1_BASELINE,202412,202502,4001,5112,Xolarin,253.284,215.291,291.276
TM1_BASELINE,202412,202503,4001,5112,Xolarin,291.708,247.952,335.465
TM1_BASELINE,202412,202504,4001,5112,Xolarin,244.244,207.607,280.88
TM1_BASELINE,202412,202505,4001,5112,Xolarin,280.598,238.509,322.688
TM1_BASELINE,202412,202506,4001,5112,Xolarin,272.331,231.481,313.181
TM1_BASELINE,202412,202501,4001,5116,Perjenta,213.921,181.833,246.009
TM1_BASELINE,202412,202502,4001,5116,Perjenta,216.287,183.844,248.73
TM1_BASELINE,202412,202503,4001,5116,Perjenta,200.021,170.018,230.024
TM1_BASELINE,202412,202504,4001,5116,Perjenta,204.317,173.669,234.964
TM1_BASELINE,202412,202505,4001,5116,Perjenta,242.299,205.954,278.643
TM1_BASELINE,202412,202506,4001,5116,Perjenta,246.168,209.243,283.093
TM1_BASELINE,202412,202501,4001,5117,Phesgrox,103.696,88.142,119.251
TM1_BASELINE,202412,202502,4001,5117,Phesgrox,121.515,103.288,139.742
TM1_BASELINE,202412,202503,4001,5117,Phesgrox,124.751,106.038,143.463
TM1_BASELINE,202412,202504,4001,5117,Phesgrox,118.05,100.342,135.757
TM1_BASELINE,202412,202505,4001,5117,Phesgrox,134.875,114.643,155.106
TM1_BASELINE,202412,202506,4001,5117,Phesgrox,106.287,90.344,122.23
TM1_BASELINE,202412,202501,4001,5118,Kadcynex,83.725,71.166,96.284
TM1_BASELINE,202412,202502,4001,5118,Kadcynex,91.507,77.781,105.234
TM1_BASELINE,202412,202503,4001,5118,Kadcynex,95.648,81.3,109.995
TM1_BASELINE,202412,202504,4001,5118,Kadcynex,96.672,82.171,111.173
TM1_BASELINE,202412,202505,4001,5118,Kadcynex,103.776,88.21,119.343
TM1_BASELINE,202412,202506,4001,5118,Kadcynex,113.598,96.558,130.638
TM1_BASELINE,202412,202501,4002,5101,Retivue,54.911,46.675,63.148
TM1_BASELINE,202412,202502,4002,5101,Retivue,69.352,58.95,79.755
TM1_BASELINE,202412,202503,4002,5101,Retivue,59.399,50.489,68.308
TM1_BASELINE,202412,202504,4002,5101,Retivue,55.849,47.472,64.227
TM1_BASELINE,202412,202505,4002,5101,Retivue,69.212,58.83,79.594
TM1_BASELINE,202412,202506,4002,5101,Retivue,62.972,53.526,72.418
TM1_BASELINE,202412,202501,4002,5102,Vabyseal,48.027,40.823,55.231
TM1_BASELINE,202412,202502,4002,5102,Vabyseal,52.694,44.79,60.598
TM1_BASELINE,202412,202503,4002,5102,Vabyseal,49.736,42.276,57.196
TM1_BASELINE,202412,202504,4002,5102,Vabyseal,50.21,42.679,57.742
TM1_BASELINE,202412,202505,4002,5102,Vabyseal,50.456,42.888,58.025
TM1_BASELINE,202412,202506,4002,5102,Vabyseal,52.889,44.956,60.823
TM1_BASELINE,202412,202501,4002,5105,Ocretiva,52.217,44.384,60.05
TM1_BASELINE,202412,202502,4002,5105,Ocretiva,55.243,46.957,63.53
TM1_BASELINE,202412,202503,4002,5105,Ocretiva,59.06,50.201,67.919
TM1_BASELINE,202412,202504,4002,5105,Ocretiva,47.419,40.306,54.532
TM1_BASELINE,202412,202505,4002,5105,Ocretiva,60.781,51.664,69.898
TM1_BASELINE,202412,202506,4002,5105,Ocretiva,55.226,46.942,63.51
TM1_BASELINE,202412,202501,4002,5109,Hemvia,101.975,86.679,117.271
TM1_BASELINE,202412,202502,4002,5109,Hemvia,110.379,93.823,126.936
TM1_BASELINE,202412,202503,4002,5109,Hemvia,112.397,95.537,129.256
TM1_BASELINE,202412,202504,4002,5109,Hemvia,72.64,61.744,83.536
TM1_BASELINE,202412,202505,4002,5109,Hemvia,96.574,82.088,111.06
TM1_BASELINE,202412,202506,4002,5109,Hemvia,108.196,91.966,124.425
TM1_BASELINE,202412,202501,4002,5112,Xolarin,105.033,89.278,120.788
TM1_BASELINE,202412,202502,4002,5112,Xolarin,115.247,97.96,132.534
TM1_BASELINE,202412,202503,4002,5112,Xolarin,108.083,91.87,124.295
TM1_BASELINE,202412,202504,4002,5112,Xolarin,113.61,96.568,130.651
TM1_BASELINE,202412,202505,4002,5112,Xolarin,99.594,84.655,114.533
TM1_BASELINE,202412,202506,4002,5112,Xolarin,121.269,103.079,139.46
TM1_BASELINE,202412,202501,4002,5116,Perjenta,52.903,44.967,60.838
TM1_BASELINE,202412,202502,4002,5116,Perjenta,65.209,55.427,74.99
TM1_BASELINE,202412,202503,4002,5116,Perjenta,49.587,42.149,57.025
TM1_BASELINE,202412,202504,4002,5116,Perjenta,55.791,47.422,64.159
TM1_BASELINE,202412,202505,4002,5116,Perjenta,53.032,45.077,60.987
TM1_BASELINE,202412,202506,4002,5116,Perjenta,71.475,60.754,82.196
TM1_BASELINE,202412,202501,4002,5117,Phesgrox,25.187,21.409,28.966
TM1_BASELINE,202412,202502,4002,5117,Phesgrox,28.976,24.629,33.322
TM1_BASELINE,202412,202503,4002,5117,Phesgrox,24.803,21.082,28.523
TM1_BASELINE,202412,202504,4002,5117,Phesgrox,27.539,23.408,31.67
TM1_BASELINE,202412,202505,4002,5117,Phesgrox,30.368,25.812,34.923
TM1_BASELINE,202412,202506,4002,5117,Phesgrox,32.216,27.384,37.049
TM1_BASELINE,202412,202501,4002,5118,Kadcynex,20.632,17.537,23.727
TM1_BASELINE,202412,202502,4002,5118,Kadcynex,22.3,18.955,25.645
TM1_BASELINE,202412,202503,4002,5118,Kadcynex,20.641,17.545,23.737
TM1_BASELINE,202412,202504,4002,5118,Kadcynex,18.032,15.327,20.736
TM1_BASELINE,202412,202505,4002,5118,Kadcynex,23.787,20.219,27.355
TM1_BASELINE,202412,202506,4002,5118,Kadcynex,24.164,20.539,27.788
TM1_BASELINE,202412,202501,4003,5101,Retivue,103.893,88.309,119.476
TM1_BASELINE,202412,202502,4003,5101,Retivue,116.64,99.144,134.135
TM1_BASELINE,202412,202503,4003,5101,Retivue,117.903,100.218,135.589
TM1_BASELINE,202412,202504,4003,5101,Retivue,125.185,106.407,143.963
TM1_BASELINE,202412,202505,4003,5101,Retivue,98.988,84.14,113.837
TM1_BASELINE,202412,202506,4003,5101,Retivue,115.015,97.763,132.267
TM1_BASELINE,202412,202501,4003,5102,Vabyseal,78.625,66.831,90.419
TM1_BASELINE,202412,202502,4003,5102,Vabyseal,68.015,57.813,78.217
TM1_BASELINE,202412,202503,4003,5102,Vabyseal,81.434,69.219,93.649
TM1_BASELINE,202412,202504,4003,5102,Vabyseal,65.638,55.792,75.483
TM1_BASELINE,202412,202505,4003,5102,Vabyseal,78.184,66.457,89.912
TM1_BASELINE,202412,202506,4003,5102,Vabyseal,70.728,60.119,81.337
TM1_BASELINE,202412,202501,4003,5105,Ocretiva,102.402,87.042,117.762
TM1_BASELINE,202412,202502,4003,5105,Ocretiva,88.614,75.322,101.906
TM1_BASELINE,202412,202503,4003,5105,Ocretiva,92.059,78.25,105.868
TM1_BASELINE,202412,202504,4003,5105,Ocretiva,103.049,87.592,118.507
TM1_BASELINE,202412,202505,4003,5105,Ocretiva,99.621,84.677,114.564
TM1_BASELINE,202412,202506,4003,5105,Ocretiva,97.024,82.47,111.578
TM1_BASELINE,202412,202501,4003,5109,Hemvia,131.641,111.895,151.388
TM1_BASELINE,202412,202502,4003,5109,Hemvia,142.585,121.198,163.973
TM1_BASELINE,202412,202503,4003,5109,Hemvia,143.703,122.148,165.259
TM1_BASELINE,202412,202504,4003,5109,Hemvia,185.618,157.775,213.46
TM1_BASELINE,202412,202505,4003,5109,Hemvia,162.028,137.724,186.332
TM1_BASELINE,202412,202506,4003,5109,Hemvia,153.72,130.662,176.778
TM1_BASELINE,202412,202501,4003,5112,Xolarin,74.562,63.378,85.747
TM1_BASELINE,202412,202502,4003,5112,Xolarin,118.902,101.066,136.737
TM1_BASELINE,202412,202503,4003,5112,Xolarin,97.148,82.576,111.72
TM1_BASELINE,202412,202504,4003,5112,Xolarin,104.446,88.779,120.113
TM1_BASELINE,202412,202505,4003,5112,Xolarin,105.956,90.063,121.85
TM1_BASELINE,202412,202506,4003,5112,Xolarin,117.137,99.566,134.707
TM1_BASELINE,202412,202501,4003,5116,Perjenta,70.376,59.82,80.933
TM1_BASELINE,202412,202502,4003,5116,Perjenta,54.457,46.288,62.625
TM1_BASELINE,202412,202503,4003,5116,Perjenta,68.286,58.043,78.529
TM1_BASELINE,202412,202504,4003,5116,Perjenta,61.447,52.23,70.665
TM1_BASELINE,202412,202505,4003,5116,Perjenta,64.08,54.468,73.692
TM1_BASELINE,202412,202506,4003,5116,Perjenta,57.341,48.74,65.942
TM1_BASELINE,202412,202501,4003,5117,Phesgrox,51.073,43.412,58.734
TM1_BASELINE,202412,202502,4003,5117,Phesgrox,51.9,44.115,59.685
TM1_BASELINE,202412,202503,4003,5117,Phesgrox,55.811,47.439,64.182
TM1_BASELINE,202412,202504,4003,5117,Phesgrox,57.016,48.464,65.568
TM1_BASELINE,202412,202505,4003,5117,Phesgrox,48.797,41.478,56.117
TM1_BASELINE,202412,202506,4003,5117,Phesgrox,46.903,39.868,53.939
TM1_BASELINE,202412,202501,4003,5118,Kadcynex,49.601,42.161,57.042
TM1_BASELINE,202412,202502,4003,5118,Kadcynex,45.551,38.718,52.384
TM1_BASELINE,202412,202503,4003,5118,Kadcynex,48.0,40.8,55.2
TM1_BASELINE,202412,202504,4003,5118,Kadcynex,50.324,42.775,57.872
TM1_BASELINE,202412,202505,4003,5118,Kadcynex,57.315,48.718,65.912
TM1_BASELINE,202412,202506,4003,5118,Kadcynex,55.326,47.027,63.625
TM1_BASELINE,202412,202501,4004,5101,Retivue,148.363,126.109,170.618
TM1_BASELINE,202412,202502,4004,5101,Retivue,155.53,132.201,178.86
TM1_BASELINE,202412,202503,4004,5101,Retivue,155.33,132.03,178.629
TM1_BASELINE,202412,202504,4004,5101,Retivue,170.795,145.176,196.414
TM1_BASELINE,202412,202505,4004,5101,Retivue,152.509,129.633,175.386
TM1_BASELINE,202412,202506,4004,5101,Retivue,171.932,146.142,197.722
TM1_BASELINE,202412,202501,4004,5102,Vabyseal,76.531,65.051,88.011
TM1_BASELINE,202412,202502,4004,5102,Vabyseal,77.295,65.701,88.889
TM1_BASELINE,202412,202503,4004,5102,Vabyseal,72.626,61.732,83.52
TM1_BASELINE,202412,202504,4004,5102,Vabyseal,79.587,67.649,91.525
TM1_BASELINE,202412,202505,4004,5102,Vabyseal,78.278,66.536,90.02
TM1_BASELINE,202412,202506,4004,5102,Vabyseal,87.842,74.666,101.018
TM1_BASELINE,202412,202501,4004,5105,Ocretiva,64.781,55.064,74.498
TM1_BASELINE,202412,202502,4004,5105,Ocretiva,64.928,55.188,74.667
TM1_BASELINE,202412,202503,4004,5105,Ocretiva,65.24,55.454,75.026
TM1_BASELINE,202412,202504,4004,5105,Ocretiva,77.294,65.7,88.888
TM1_BASELINE,202412,202505,4004,5105,Ocretiva,72.666,61.766,83.566
TM1_BASELINE,202412,202506,4004,5105,Ocretiva,75.43,64.115,86.744
TM1_BASELINE,202412,202501,4004,5109,Hemvia,186.931,158.891,214.97
TM1_BASELINE,202412,202502,4004,5109,Hemvia,189.469,161.049,217.89
TM1_BASELINE,202412,202503,4004,5109,Hemvia,200.813,170.691,230.935
TM1_BASELINE,202412,202504,4004,5109,Hemvia,171.713,145.956,197.47
TM1_BASELINE,202412,202505,4004,5109,Hemvia,203.63,173.086,234.175
TM1_BASELINE,202412,202506,4004,5109,Hemvia,184.113,156.496,211.73
TM1_BASELINE,202412,202501,4004,5112,Xolarin,141.359,120.155,162.563
TM1_BASELINE,202412,202502,4004,5112,Xolarin,135.491,115.167,155.815
TM1_BASELINE,202412,202503,4004,5112,Xolarin,151.588,128.85,174.326
TM1_BASELINE,202412,202504,4004,5112,Xolarin,149.203,126.823,171.583
TM1_BASELINE,202412,202505,4004,5112,Xolarin,144.665,122.965,166.365
TM1_BASELINE,202412,202506,4004,5112,Xolarin,159.912,135.925,183.899
TM1_BASELINE,202412,202501,4004,5116,Perjenta,130.237,110.701,149.772
TM1_BASELINE,202412,202502,4004,5116,Perjenta,107.654,91.506,123.802
TM1_BASELINE,202412,202503,4004,5116,Perjenta,112.177,95.35,129.003
TM1_BASELINE,202412,202504,4004,5116,Perjenta,108.609,92.317,124.9
TM1_BASELINE,202412,202505,4004,5116,Perjenta,93.242,79.256,107.228
TM1_BASELINE,202412,202506,4004,5116,Perjenta,126.824,107.801,145.848
TM1_BASELINE,202412,202501,4004,5117,Phesgrox,68.588,58.3,78.876
TM1_BASELINE,202412,202502,4004,5117,Phesgrox,83.865,71.285,96.444
TM1_BASELINE,202412,202503,4004,5117,Phesgrox,81.902,69.616,94.187
TM1_BASELINE,202412,202504,4004,5117,Phesgrox,54.367,46.212,62.522
TM1_BASELINE,202412,202505,4004,5117,Phesgrox,71.144,60.473,81.816
TM1_BASELINE,202412,202506,4004,5117,Phesgrox,77.018,65.466,88.571
TM1_BASELINE,202412,202501,4004,5118,Kadcynex,29.792,25.323,34.261
TM1_BASELINE,202412,202502,4004,5118,Kadcynex,24.96,21.216,28.704
TM1_BASELINE,202412,202503,4004,5118,Kadcynex,27.012,22.961,31.064
TM1_BASELINE,202412,202504,4004,5118,Kadcynex,24.808,21.087,28.529
TM1_BASELINE,202412,202505,4004,5118,Kadcynex,29.51,25.084,33.937
TM1_BASELINE,202412,202506,4004,5118,Kadcynex,28.794,24.475,33.113
TM1_BASELINE,202412,202501,4005,5101,Retivue,325.423,276.61,374.237
TM1_BASELINE,202412,202502,4005,5101,Retivue,408.231,346.996,469.466
TM1_BASELINE,202412,202503,4005,5101,Retivue,426.648,362.65,490.645
TM1_BASELINE,202412,202504,4005,5101,Retivue,354.608,301.417,407.799
TM1_BASELINE,202412,202505,4005,5101,Retivue,386.846,328.819,444.873
TM1_BASELINE,202412,202506,4005,5101,Retivue,319.524,271.595,367.452
TM1_BASELINE,202412,202501,4005,5102,Vabyseal,297.623,252.98,342.267
TM1_BASELINE,202412,202502,4005,5102,Vabyseal,256.109,217.693,294.525
TM1_BASELINE,202412,202503,4005,5102,Vabyseal,276.105,234.689,317.521
TM1_BASELINE,202412,202504,4005,5102,Vabyseal,266.035,226.13,305.941
TM1_BASELINE,202412,202505,4005,5102,Vabyseal,266.573,226.587,306.559
TM1_BASELINE,202412,202506,4005,5102,Vabyseal,186.827,158.803,214.852
TM1_BASELINE,202412,202501,4005,5105,Ocretiva,224.024,190.42,257.627
TM1_BASELINE,202412,202502,4005,5105,Ocretiva,211.754,179.991,243.517
TM1_BASELINE,202412,202503,4005,5105,Ocretiva,212.423,180.56,244.287
TM1_BASELINE,202412,202504,4005,5105,Ocretiva,184.346,156.694,211.998
TM1_BASELINE,202412,202505,4005,5105,Ocretiva,223.59,190.052,257.129
TM1_BASELINE,202412,202506,4005,5105,Ocretiva,264.851,225.123,304.579
TM1_BASELINE,202412,202501,4005,5109,Hemvia,440.544,374.462,506.625
TM1_BASELINE,202412,202502,4005,5109,Hemvia,387.504,329.378,445.63
TM1_BASELINE,202412,202503,4005,5109,Hemvia,452.583,384.696,520.471
TM1_BASELINE,202412,202504,4005,5109,Hemvia,465.771,395.906,535.637
TM1_BASELINE,202412,202505,4005,5109,Hemvia,442.606,376.215,508.997
TM1_BASELINE,202412,202506,4005,5109,Hemvia,407.48,346.358,468.602
TM1_BASELINE,202412,202501,4005,5112,Xolarin,362.6,308.21,416.99
TM1_BASELINE,202412,202502,4005,5112,Xolarin,482.476,410.105,554.847
TM1_BASELINE,202412,202503,4005,5112,Xolarin,472.596,401.707,543.485
TM1_BASELINE,202412,202504,4005,5112,Xolarin,476.785,405.267,548.303
TM1_BASELINE,202412,202505,4005,5112,Xolarin,371.039,315.383,426.695
TM1_BASELINE,202412,202506,4005,5112,Xolarin,458.216,389.483,526.948
TM1_BASELINE,202412,202501,4005,5116,Perjenta,229.371,194.965,263.776
TM1_BASELINE,202412,202502,4005,5116,Perjenta,258.188,219.46,296.916
TM1_BASELINE,202412,202503,4005,5116,Perjenta,193.464,164.444,222.483
TM1_BASELINE,202412,202504,4005,5116,Perjenta,212.954,181.011,244.897
TM1_BASELINE,202412,202505,4005,5116,Perjenta,248.716,211.409,286.024
TM1_BASELINE,202412,202506,4005,5116,Perjenta,218.14,185.419,250.861
TM1_BASELINE,202412,202501,4005,5117,Phesgrox,258.534,219.754,297.314
TM1_BASELINE,202412,202502,4005,5117,Phesgrox,227.754,193.591,261.917
TM1_BASELINE,202412,202503,4005,5117,Phesgrox,260.289,221.246,299.332
TM1_BASELINE,202412,202504,4005,5117,Phesgrox,243.186,206.708,279.664
TM1_BASELINE,202412,202505,4005,5117,Phesgrox,241.274,205.083,277.465
TM1_BASELINE,202412,202506,4005,5117,Phesgrox,238.625,202.831,274.419
TM1_BASELINE,202412,202501,4005,5118,Kadcynex,128.91,109.574,148.247
TM1_BASELINE,202412,202502,4005,5118,Kadcynex,118.366,100.612,136.121
TM1_BASELINE,202412,202503,4005,5118,Kadcynex,122.025,103.721,140.329
TM1_BASELINE,202412,202504,4005,5118,Kadcynex,130.964,111.319,150.609
TM1_BASELINE,202412,202505,4005,5118,Kadcynex,116.889,99.355,134.422
TM1_BASELINE,202412,202506,4005,5118,Kadcynex,135.869,115.489,156.249
TM1_BASELINE,202412,202501,4006,5101,Retivue,253.455,215.437,291.473
TM1_BASELINE,202412,202502,4006,5101,Retivue,216.27,183.829,248.71
TM1_BASELINE,202412,202503,4006,5101,Retivue,272.737,231.827,313.648
TM1_BASELINE,202412,202504,4006,5101,Retivue,240.571,204.485,276.656
TM1_BASELINE,202412,202505,4006,5101,Retivue,225.611,191.769,259.452
TM1_BASELINE,202412,202506,4006,5101,Retivue,244.682,207.979,281.384
TM1_BASELINE,202412,202501,4006,5102,Vabyseal,246.422,209.459,283.386
TM1_BASELINE,202412,202502,4006,5102,Vabyseal,265.052,225.294,304.81
TM1_BASELINE,202412,202503,4006,5102,Vabyseal,217.983,185.285,250.68
TM1_BASELINE,202412,202504,4006,5102,Vabyseal,235.362,200.058,270.667
TM1_BASELINE,202412,202505,4006,5102,Vabyseal,242.912,206.475,279.349
TM1_BASELINE,202412,202506,4006,5102,Vabyseal,252.498,214.624,290.373
TM1_BASELINE,202412,202501,4006,5105,Ocretiva,227.036,192.981,261.092
TM1_BASELINE,202412,202502,4006,5105,Ocretiva,243.065,206.605,279.524
TM1_BASELINE,202412,202503,4006,5105,Ocretiva,278.717,236.91,320.525
TM1_BASELINE,202412,202504,4006,5105,Ocretiva,282.654,240.256,325.052
TM1_BASELINE,202412,202505,4006,5105,Ocretiva,270.645,230.048,311.241
TM1_BASELINE,202412,202506,4006,5105,Ocretiva,267.799,227.629,307.969
TM1_BASELINE,202412,202501,4006,5109,Hemvia,411.167,349.492,472.842
TM1_BASELINE,202412,202502,4006,5109,Hemvia,482.631,410.236,555.025
TM1_BASELINE,202412,202503,4006,5109,Hemvia,429.167,364.792,493.542
TM1_BASELINE,202412,202504,4006,5109,Hemvia,425.254,361.466,489.042
TM1_BASELINE,202412,202505,4006,5109,Hemvia,390.976,332.329,449.622
TM1_BASELINE,202412,202506,4006,5109,Hemvia,418.505,355.729,481.28
TM1_BASELINE,202412,202501,4006,5112,Xolarin,269.456,229.037,309.874
TM1_BASELINE,202412,202502,4006,5112,Xolarin,260.792,221.673,299.91
TM1_BASELINE,202412,202503,4006,5112,Xolarin,243.038,206.582,279.494
TM1_BASELINE,202412,202504,4006,5112,Xolarin,212.688,180.784,244.591
TM1_BASELINE,202412,202505,4006,5112,Xolarin,246.241,209.305,283.177
TM1_BASELINE,202412,202506,4006,5112,Xolarin,285.897,243.012,328.782
TM1_BASELINE,202412,202501,4006,5116,Perjenta,167.544,142.413,192.676
TM1_BASELINE,202412,202502,4006,5116,Perjenta,197.256,167.667,226.844
TM1_BASELINE,202412,202503,4006,5116,Perjenta,196.218,166.785,225.651
TM1_BASELINE,202412,202504,4006,5116,Perjenta,236.519,201.041,271.997
TM1_BASELINE,202412,202505,4006,5116,Perjenta,183.71,156.153,211.266
TM1_BASELINE,202412,202506,4006,5116,Perjenta,169.296,143.902,194.69
TM1_BASELINE,202412,202501,4006,5117,Phesgrox,115.441,98.125,132.757
TM1_BASELINE,202412,202502,4006,5117,Phesgrox,103.178,87.701,118.654
TM1_BASELINE,202412,202503,4006,5117,Phesgrox,126.097,107.183,145.012
TM1_BASELINE,202412,202504,4006,5117,Phesgrox,132.291,112.448,152.135
TM1_BASELINE,202412,202505,4006,5117,Phesgrox,98.609,83.818,113.401
TM1_BASELINE,202412,202506,4006,5117,Phesgrox,154.458,131.289,177.626
TM1_BASELINE,202412,202501,4006,5118,Kadcynex,117.82,100.147,135.493
TM1_BASELINE,202412,202502,4006,5118,Kadcynex,109.678,93.226,126.129
TM1_BASELINE,202412,202503,4006,5118,Kadcynex,109.727,93.268,126.186
TM1_BASELINE,202412,202504,4006,5118,Kadcynex,120.85,102.723,138.978
TM1_BASELINE,202412,202505,4006,5118,Kadcynex,114.395,97.236,131.554
TM1_BASELINE,202412,202506,4006,5118,Kadcynex,119.588,101.65,137.526
TM1_BASELINE,202412,202501,4007,5101,Retivue,468.179,397.952,538.406
TM1_BASELINE,202412,202502,4007,5101,Retivue,538.203,457.472,618.933
TM1_BASELINE,202412,202503,4007,5101,Retivue,374.83,318.606,431.055
TM1_BASELINE,202412,202504,4007,5101,Retivue,526.14,447.219,605.061
TM1_BASELINE,202412,202505,4007,5101,Retivue,400.755,340.642,460.869
TM1_BASELINE,202412,202506,4007,5101,Retivue,543.836,462.26,625.411
TM1_BASELINE,202412,202501,4007,5102,Vabyseal,465.459,395.64,535.278
