ecosystem_id,ecosystem_name,indication_id,indication_code,indication_name,market_code,year,county_census_population_count,prevalence_volume,incidence_volume,treated_patient_volume,prevalence_rate_per_100k
4001,TX-ECO-001,9003,rvo,Retinal Vein Occlusion,OPH,2021,441379,666.2,91.8,266.8,137.36
4001,TX-ECO-001,9003,rvo,Retinal Vein Occlusion,OPH,2022,441379,644.2,102.1,448.8,138.74
4001,TX-ECO-001,9003,rvo,Retinal Vein Occlusion,OPH,2023,441379,616.8,165.6,305.1,140.13
4001,TX-ECO-001,9003,rvo,Retinal Vein Occlusion,OPH,2024,441379,667.4,72.4,420.5,141.53
4001,TX-ECO-001,9003,rvo,Retinal Vein Occlusion,OPH,2025,441379,687.0,168.4,334.1,142.94
4001,TX-ECO-001,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2021,441379,463.8,71.7,247.4,109.84
4001,TX-ECO-001,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2022,441379,484.2,64.2,218.5,110.94
4001,TX-ECO-001,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2023,441379,511.6,63.4,184.8,112.05
4001,TX-ECO-001,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2024,441379,508.3,115.2,196.9,113.17
4001,TX-ECO-001,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2025,441379,520.9,141.9,297.5,114.3
4001,TX-ECO-001,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2021,441379,97.6,9.8,67.6,22.6
4001,TX-ECO-001,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2022,441379,109.4,24.3,41.5,22.83
4001,TX-ECO-001,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2023,441379,107.6,12.2,65.0,23.06
4001,TX-ECO-001,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2024,441379,95.0,15.7,54.9,23.29
4001,TX-ECO-001,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2025,441379,94.7,14.3,40.3,23.52
4001,TX-ECO-001,9006,hem_a,Hemophilia A,HEM,2021,441379,20.2,2.1,7.9,4.52
4001,TX-ECO-001,9006,hem_a,Hemophilia A,HEM,2022,441379,22.1,3.8,13.7,4.57
4001,TX-ECO-001,9006,hem_a,Hemophilia A,HEM,2023,441379,18.9,2.2,12.2,4.61
4001,TX-ECO-001,9006,hem_a,Hemophilia A,HEM,2024,441379,20.3,4.7,7.7,4.66
4001,TX-ECO-001,9006,hem_a,Hemophilia A,HEM,2025,441379,20.6,2.7,8.1,4.71
4001,TX-ECO-001,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2021,441379,2190.5,545.7,860.3,528.28
4001,TX-ECO-001,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2022,441379,2233.2,488.8,1207.2,533.56
4001,TX-ECO-001,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2023,441379,2104.6,474.8,885.4,538.9
4001,TX-ECO-001,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2024,441379,2394.8,347.0,1052.7,544.28
4001,TX-ECO-001,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2025,441379,2590.8,355.0,1401.0,549.73
4001,TX-ECO-001,9008,her2_bc,HER2-positive Breast Cancer,ONC,2021,441379,166.3,38.6,64.3,39.77
4001,TX-ECO-001,9008,her2_bc,HER2-positive Breast Cancer,ONC,2022,441379,165.9,43.1,82.7,40.17
4001,TX-ECO-001,9008,her2_bc,HER2-positive Breast Cancer,ONC,2023,441379,185.4,26.4,109.0,40.57
4001,TX-ECO-001,9008,her2_bc,HER2-positive Breast Cancer,ONC,2024,441379,181.4,48.8,85.3,40.98
4001,TX-ECO-001,9008,her2_bc,HER2-positive Breast Cancer,ONC,2025,441379,179.7,31.5,84.8,41.39
4002,NY-ECO-002,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2021,159683,369.0,60.1,182.5,224.91
4002,NY-ECO-002,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2022,159683,329.2,45.0,137.0,227.16
4002,NY-ECO-002,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2023,159683,357.0,90.8,177.5,229.43
4002,NY-ECO-002,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2024,159683,384.1,68.8,206.4,231.72
4002,NY-ECO-002,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2025,159683,358.5,78.3,137.5,234.04
4002,NY-ECO-002,9002,dme,Diabetic Macular Edema,OPH,2021,159683,535.5,83.2,194.1,354.55
4002,NY-ECO-002,9002,dme,Diabetic Macular Edema,OPH,2022,159683,629.4,64.5,359.2,358.1
4002,NY-ECO-002,9002,dme,Diabetic Macular Edema,OPH,2023,159683,571.2,89.0,249.2,361.68
4002,NY-ECO-002,9002,dme,Diabetic Macular Edema,OPH,2024,159683,643.0,118.0,337.6,365.29
4002,NY-ECO-002,9002,dme,Diabetic Macular Edema,OPH,2025,159683,652.4,96.8,248.7,368.95
4002,NY-ECO-002,9003,rvo,Retinal Vein Occlusion,OPH,2021,159683,186.5,43.2,75.3,121.49
4002,NY-ECO-002,9003,rvo,Retinal Vein Occlusion,OPH,2022,159683,203.6,23.1,81.7,122.71
4002,NY-ECO-002,9003,rvo,Retinal Vein Occlusion,OPH,2023,159683,188.9,31.0,114.2,123.93
4002,NY-ECO-002,9003,rvo,Retinal Vein Occlusion,OPH,2024,159683,208.1,25.7,92.4,125.17
4002,NY-ECO-002,9003,rvo,Retinal Vein Occlusion,OPH,2025,159683,201.2,41.7,73.6,126.43
4002,NY-ECO-002,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2021,159683,165.7,45.7,115.8,106.75
4002,NY-ECO-002,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2022,159683,179.4,19.0,117.3,107.82
4002,NY-ECO-002,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2023,159683,172.4,24.0,111.0,108.9
4002,NY-ECO-002,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2024,159683,188.2,38.1,103.6,109.99
4002,NY-ECO-002,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2025,159683,168.0,42.6,90.8,111.09
4002,NY-ECO-002,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2021,159683,32.8,7.0,18.6,20.22
4002,NY-ECO-002,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2022,159683,30.1,7.1,15.1,20.42
4002,NY-ECO-002,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2023,159683,29.7,7.4,18.1,20.63
4002,NY-ECO-002,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2024,159683,31.7,7.3,18.5,20.83
4002,NY-ECO-002,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2025,159683,31.8,5.6,16.8,21.04
4002,NY-ECO-002,9006,hem_a,Hemophilia A,HEM,2021,159683,7.2,1.0,4.3,4.37
4002,NY-ECO-002,9006,hem_a,Hemophilia A,HEM,2022,159683,7.3,1.5,4.4,4.41
4002,NY-ECO-002,9006,hem_a,Hemophilia A,HEM,2023,159683,6.8,0.8,4.4,4.45
4002,NY-ECO-002,9006,hem_a,Hemophilia A,HEM,2024,159683,7.4,0.8,2.8,4.5
4002,NY-ECO-002,9006,hem_a,Hemophilia A,HEM,2025,159683,6.5,1.0,3.2,4.54
4002,NY-ECO-002,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2021,159683,790.8,119.2,398.8,488.25
4002,NY-ECO-002,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2022,159683,757.2,89.2,423.0,493.13
4002,NY-ECO-002,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2023,159683,779.7,212.2,420.4,498.06
4002,NY-ECO-002,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2024,159683,794.2,159.9,482.1,503.04
4002,NY-ECO-002,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2025,159683,721.6,116.5,476.7,508.07
4002,NY-ECO-002,9008,her2_bc,HER2-positive Breast Cancer,ONC,2021,159683,62.6,10.5,32.2,39.05
4002,NY-ECO-002,9008,her2_bc,HER2-positive Breast Cancer,ONC,2022,159683,60.5,10.4,39.3,39.44
4002,NY-ECO-002,9008,her2_bc,HER2-positive Breast Cancer,ONC,2023,159683,69.0,17.0,27.3,39.83
4002,NY-ECO-002,9008,her2_bc,HER2-positive Breast Cancer,ONC,2024,159683,66.7,8.4,26.4,40.23
4002,NY-ECO-002,9008,her2_bc,HER2-positive Breast Cancer,ONC,2025,159683,64.2,16.3,38.0,40.63
4003,FL-ECO-003,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2021,151658,380.6,78.9,238.7,242.89
4003,FL-ECO-003,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2022,151658,399.3,86.1,184.1,245.32
4003,FL-ECO-003,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2023,151658,397.1,95.7,208.8,247.77
4003,FL-ECO-003,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2024,151658,406.8,109.2,245.3,250.25
4003,FL-ECO-003,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2025,151658,405.3,109.1,150.6,252.75
4003,FL-ECO-003,9002,dme,Diabetic Macular Edema,OPH,2021,151658,437.2,115.3,262.0,302.45
4003,FL-ECO-003,9002,dme,Diabetic Macular Edema,OPH,2022,151658,475.1,87.1,180.5,305.47
4003,FL-ECO-003,9002,dme,Diabetic Macular Edema,OPH,2023,151658,453.7,60.1,306.4,308.53
4003,FL-ECO-003,9002,dme,Diabetic Macular Edema,OPH,2024,151658,502.0,51.6,332.6,311.61
4003,FL-ECO-003,9002,dme,Diabetic Macular Edema,OPH,2025,151658,485.1,135.3,321.2,314.73
4003,FL-ECO-003,9003,rvo,Retinal Vein Occlusion,OPH,2021,151658,186.2,45.5,88.6,134.05
4003,FL-ECO-003,9003,rvo,Retinal Vein Occlusion,OPH,2022,151658,191.8,38.0,80.7,135.39
4003,FL-ECO-003,9003,rvo,Retinal Vein Occlusion,OPH,2023,151658,171.2,29.8,84.6,136.75
4003,FL-ECO-003,9003,rvo,Retinal Vein Occlusion,OPH,2024,151658,205.9,32.6,132.1,138.11
4003,FL-ECO-003,9003,rvo,Retinal Vein Occlusion,OPH,2025,151658,204.0,35.1,87.8,139.49
4003,FL-ECO-003,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2021,151658,137.4,25.8,81.2,95.36
4003,FL-ECO-003,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2022,151658,145.1,28.2,53.6,96.31
4003,FL-ECO-003,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2023,151658,148.9,18.3,62.7,97.28
4003,FL-ECO-003,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2024,151658,142.6,30.9,82.7,98.25
4003,FL-ECO-003,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2025,151658,151.8,33.3,84.5,99.23
4003,FL-ECO-003,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2021,151658,30.0,5.1,11.5,19.33
4003,FL-ECO-003,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2022,151658,31.4,8.3,16.6,19.52
4003,FL-ECO-003,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2023,151658,31.8,7.6,20.3,19.72
4003,FL-ECO-003,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2024,151658,29.0,4.7,17.6,19.92
4003,FL-ECO-003,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2025,151658,30.6,4.8,11.7,20.12
4003,FL-ECO-003,9006,hem_a,Hemophilia A,HEM,2021,151658,6.7,1.0,3.9,4.5
4003,FL-ECO-003,9006,hem_a,Hemophilia A,HEM,2022,151658,7.5,1.5,2.7,4.54
4003,FL-ECO-003,9006,hem_a,Hemophilia A,HEM,2023,151658,6.4,0.8,3.0,4.59
4003,FL-ECO-003,9006,hem_a,Hemophilia A,HEM,2024,151658,7.0,1.6,4.4,4.63
4003,FL-ECO-003,9006,hem_a,Hemophilia A,HEM,2025,151658,7.6,1.5,3.9,4.68
4003,FL-ECO-003,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2021,151658,765.1,119.4,469.3,500.59
4003,FL-ECO-003,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2022,151658,703.2,167.9,465.1,505.59
4003,FL-ECO-003,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2023,151658,784.4,94.5,393.0,510.65
4003,FL-ECO-003,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2024,151658,768.8,87.0,385.9,515.75
4003,FL-ECO-003,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2025,151658,765.5,126.9,473.5,520.91
4003,FL-ECO-003,9008,her2_bc,HER2-positive Breast Cancer,ONC,2021,151658,68.7,9.6,26.9,43.06
4003,FL-ECO-003,9008,her2_bc,HER2-positive Breast Cancer,ONC,2022,151658,70.0,16.3,39.5,43.49
4003,FL-ECO-003,9008,her2_bc,HER2-positive Breast Cancer,ONC,2023,151658,70.2,13.2,25.8,43.92
4003,FL-ECO-003,9008,her2_bc,HER2-positive Breast Cancer,ONC,2024,151658,68.7,16.2,34.6,44.36
4003,FL-ECO-003,9008,her2_bc,HER2-positive Breast Cancer,ONC,2025,151658,69.5,17.4,33.0,44.81
4004,PA-ECO-004,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2021,275234,659.4,75.5,448.0,243.21
4004,PA-ECO-004,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2022,275234,650.0,142.4,276.7,245.65
4004,PA-ECO-004,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2023,275234,731.1,74.3,424.9,248.1
4004,PA-ECO-004,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2024,275234,688.4,123.9,407.7,250.58
4004,PA-ECO-004,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2025,275234,721.8,93.2,296.3,253.09
4004,PA-ECO-004,9002,dme,Diabetic Macular Edema,OPH,2021,275234,1083.3,115.3,455.3,394.96
4004,PA-ECO-004,9002,dme,Diabetic Macular Edema,OPH,2022,275234,1147.5,158.4,570.9,398.91
4004,PA-ECO-004,9002,dme,Diabetic Macular Edema,OPH,2023,275234,1113.0,184.8,634.7,402.9
4004,PA-ECO-004,9002,dme,Diabetic Macular Edema,OPH,2024,275234,1105.6,157.3,668.2,406.93
4004,PA-ECO-004,9002,dme,Diabetic Macular Edema,OPH,2025,275234,1158.1,303.5,796.0,411.0
4004,PA-ECO-004,9003,rvo,Retinal Vein Occlusion,OPH,2021,275234,344.5,37.6,157.7,123.54
4004,PA-ECO-004,9003,rvo,Retinal Vein Occlusion,OPH,2022,275234,345.8,66.4,149.6,124.78
4004,PA-ECO-004,9003,rvo,Retinal Vein Occlusion,OPH,2023,275234,338.9,39.9,210.1,126.02
4004,PA-ECO-004,9003,rvo,Retinal Vein Occlusion,OPH,2024,275234,343.8,73.4,219.9,127.28
4004,PA-ECO-004,9003,rvo,Retinal Vein Occlusion,OPH,2025,275234,334.5,55.3,130.0,128.56
4004,PA-ECO-004,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2021,275234,295.7,80.3,167.2,104.74
4004,PA-ECO-004,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2022,275234,280.1,66.5,173.4,105.79
4004,PA-ECO-004,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2023,275234,290.4,54.3,197.6,106.85
4004,PA-ECO-004,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2024,275234,295.0,53.3,166.0,107.91
4004,PA-ECO-004,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2025,275234,290.0,81.0,104.4,108.99
4004,PA-ECO-004,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2021,275234,73.6,16.1,49.6,24.81
4004,PA-ECO-004,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2022,275234,72.0,8.1,29.5,25.06
4004,PA-ECO-004,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2023,275234,65.9,8.6,36.3,25.31
4004,PA-ECO-004,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2024,275234,75.3,8.8,33.9,25.56
4004,PA-ECO-004,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2025,275234,72.2,14.4,36.1,25.82
4004,PA-ECO-004,9006,hem_a,Hemophilia A,HEM,2021,275234,12.1,2.0,4.5,4.5
4004,PA-ECO-004,9006,hem_a,Hemophilia A,HEM,2022,275234,11.9,2.8,5.3,4.54
4004,PA-ECO-004,9006,hem_a,Hemophilia A,HEM,2023,275234,12.3,1.3,8.0,4.59
4004,PA-ECO-004,9006,hem_a,Hemophilia A,HEM,2024,275234,12.4,1.9,7.6,4.64
4004,PA-ECO-004,9006,hem_a,Hemophilia A,HEM,2025,275234,13.6,2.0,7.5,4.68
4004,PA-ECO-004,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2021,275234,1330.8,208.4,823.4,516.61
4004,PA-ECO-004,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2022,275234,1419.4,283.5,929.0,521.78
4004,PA-ECO-004,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2023,275234,1348.9,356.7,641.8,527.0
4004,PA-ECO-004,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2024,275234,1367.9,148.7,572.8,532.27
4004,PA-ECO-004,9007,sev_asthma,Severe Allergic/Eosinophilic Asthma,RESP,2025,275234,1400.4,177.4,677.5,537.59
4004,PA-ECO-004,9008,her2_bc,HER2-positive Breast Cancer,ONC,2021,275234,119.2,19.9,48.7,47.58
4004,PA-ECO-004,9008,her2_bc,HER2-positive Breast Cancer,ONC,2022,275234,129.9,21.0,49.7,48.06
4004,PA-ECO-004,9008,her2_bc,HER2-positive Breast Cancer,ONC,2023,275234,139.7,26.4,88.1,48.54
4004,PA-ECO-004,9008,her2_bc,HER2-positive Breast Cancer,ONC,2024,275234,133.9,28.7,70.6,49.02
4004,PA-ECO-004,9008,her2_bc,HER2-positive Breast Cancer,ONC,2025,275234,133.0,29.4,66.3,49.51
4005,IL-ECO-005,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2021,559575,994.3,267.4,539.9,165.05
4005,IL-ECO-005,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2022,559575,985.0,125.0,646.1,166.7
4005,IL-ECO-005,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2023,559575,932.9,241.1,551.4,168.37
4005,IL-ECO-005,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2024,559575,963.0,98.9,496.8,170.05
4005,IL-ECO-005,9001,wet_amd,Wet Age-related Macular Degeneration,OPH,2025,559575,1029.6,149.3,696.2,171.75
4005,IL-ECO-005,9002,dme,Diabetic Macular Edema,OPH,2021,559575,1517.4,399.9,664.5,291.82
4005,IL-ECO-005,9002,dme,Diabetic Macular Edema,OPH,2022,559575,1724.5,200.5,808.7,294.74
4005,IL-ECO-005,9002,dme,Diabetic Macular Edema,OPH,2023,559575,1733.5,417.7,633.6,297.68
4005,IL-ECO-005,9002,dme,Diabetic Macular Edema,OPH,2024,559575,1646.3,261.2,835.3,300.66
4005,IL-ECO-005,9002,dme,Diabetic Macular Edema,OPH,2025,559575,1561.4,362.0,1011.4,303.67
4005,IL-ECO-005,9003,rvo,Retinal Vein Occlusion,OPH,2021,559575,615.8,161.3,356.5,103.94
4005,IL-ECO-005,9003,rvo,Retinal Vein Occlusion,OPH,2022,559575,629.4,70.4,417.1,104.98
4005,IL-ECO-005,9003,rvo,Retinal Vein Occlusion,OPH,2023,559575,624.7,149.7,247.7,106.03
4005,IL-ECO-005,9003,rvo,Retinal Vein Occlusion,OPH,2024,559575,599.1,165.8,396.9,107.09
4005,IL-ECO-005,9003,rvo,Retinal Vein Occlusion,OPH,2025,559575,670.6,136.2,396.0,108.16
4005,IL-ECO-005,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2021,559575,389.5,79.5,203.4,74.21
4005,IL-ECO-005,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2022,559575,446.2,116.5,234.9,74.95
4005,IL-ECO-005,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2023,559575,426.0,49.6,269.0,75.7
4005,IL-ECO-005,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2024,559575,422.0,116.2,243.5,76.46
4005,IL-ECO-005,9004,rrms,Relapsing-Remitting Multiple Sclerosis,MS,2025,559575,379.1,83.9,181.0,77.22
4005,IL-ECO-005,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2021,559575,104.6,10.7,70.4,18.08
4005,IL-ECO-005,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2022,559575,95.8,12.6,66.6,18.26
4005,IL-ECO-005,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2023,559575,102.1,11.9,51.3,18.44
4005,IL-ECO-005,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2024,559575,107.2,27.4,73.5,18.63
4005,IL-ECO-005,9005,ppms,Primary Progressive Multiple Sclerosis,MS,2025,559575,103.9,23.1,51.1,18.82
4005,IL-ECO-005,9006,hem_a,Hemophilia A,HEM,2021,559575,25.6,7.1,12.2,4.71
