date_year_month,ecosystem_id,product_brand_id,product_brand_name,pct_lives_covered,pct_preferred,pct_prior_auth_required,pct_step_edit_required,commercial_lives_share,indication_adjusted_lives
202101,4002,5101,Retivue,0.7606,0.5215,0.2647,0.351,0.4666,3373.0
202102,4002,5101,Retivue,0.7606,0.696,0.4787,0.1259,0.4666,6775.0
202103,4002,5101,Retivue,0.7606,0.6347,0.2145,0.3774,0.4666,3235.0
202104,4002,5101,Retivue,0.7513,0.6749,0.2661,0.298,0.4666,6045.0
202105,4002,5101,Retivue,0.7513,0.5446,0.3243,0.2479,0.4666,5693.0
202106,4002,5101,Retivue,0.7513,0.5159,0.2629,0.4957,0.4666,3193.0
202107,4002,5101,Retivue,0.7698,0.7019,0.2492,0.1124,0.4666,3521.0
202108,4002,5101,Retivue,0.7698,0.5462,0.5565,0.2173,0.4666,7180.0
202109,4002,5101,Retivue,0.7698,0.5934,0.8218,0.5268,0.4666,5137.0
202110,4002,5101,Retivue,0.7393,0.5096,0.5386,0.3411,0.4666,5059.0
202111,4002,5101,Retivue,0.7393,0.6817,0.2685,0.2057,0.4666,6664.0
202112,4002,5101,Retivue,0.7393,0.5846,0.4663,,0.4666,5253.0
202201,4002,5101,Retivue,0.7467,0.5806,0.5005,0.34,0.4666,6183.0
202202,4002,5101,Retivue,0.7467,0.4976,0.4309,0.3248,0.4666,6642.0
202203,4002,5101,Retivue,0.7467,0.5766,,0.1459,0.4666,5747.0
202204,4002,5101,Retivue,0.7103,0.5319,0.591,0.5554,0.4666,
202205,4002,5101,Retivue,0.7103,0.521,0.5107,0.1244,0.4666,4871.0
202206,4002,5101,Retivue,0.7103,0.5525,0.5853,0.1333,0.4666,5269.0
202207,4002,5101,Retivue,0.7248,0.6684,0.582,0.3264,0.4666,4993.0
202208,4002,5101,Retivue,0.7248,0.6168,0.2644,0.3549,0.4666,5384.0
202209,4002,5101,Retivue,0.7248,0.557,0.4407,0.1318,0.4666,3439.0
202210,4002,5101,Retivue,0.6951,0.6074,0.4607,0.2674,0.4666,6245.0
202211,4002,5101,Retivue,0.6951,0.6063,0.4836,0.2776,0.4666,5910.0
202212,4002,5101,Retivue,0.6951,0.4962,0.4186,0.2106,0.4666,5250.0
202301,4002,5101,Retivue,0.6949,0.5386,0.5138,0.2674,0.4666,3552.0
202302,4002,5101,Retivue,0.6949,0.4685,0.3568,0.355,0.4666,5331.0
202303,4002,5101,Retivue,0.6949,0.5623,0.1985,0.4488,0.4666,
202304,4002,5101,Retivue,0.7401,0.56,0.1777,0.1269,0.4666,5557.0
202305,4002,5101,Retivue,0.7401,0.6245,0.5435,0.4034,0.4666,3187.0
202306,4002,5101,Retivue,0.7401,0.5841,0.7585,0.2914,0.4666,
202307,4002,5101,Retivue,0.77,0.7056,0.3999,0.2285,0.4666,6111.0
202308,4002,5101,Retivue,0.77,0.71,0.6369,0.3585,0.4666,3291.0
202309,4002,5101,Retivue,0.77,0.5607,0.3681,0.1655,0.4666,7220.0
202310,4002,5101,Retivue,0.7654,0.6781,0.4688,0.299,0.4666,2815.0
202311,4002,5101,Retivue,0.7654,0.5652,0.4877,0.3112,0.4666,6687.0
202312,4002,5101,Retivue,0.7654,0.5955,0.422,0.3003,0.4666,6299.0
202401,4002,5101,Retivue,0.7656,0.7122,0.6962,0.2669,0.4666,6316.0
202402,4002,5101,Retivue,0.7656,0.6369,0.3422,0.3761,0.4666,6173.0
202403,4002,5101,Retivue,0.7656,0.7097,0.5649,0.2908,0.4666,2634.0
202404,4002,5101,Retivue,0.7803,0.5355,0.47,0.2288,0.4666,5264.0
202405,4002,5101,Retivue,0.7803,0.7076,0.3254,0.2826,0.4666,5696.0
202406,4002,5101,Retivue,0.7803,0.5368,0.2302,0.3084,0.4666,3628.0
202407,4002,5101,Retivue,0.7827,0.6148,0.4788,0.0,0.4666,7214.0
202408,4002,5101,Retivue,0.7827,0.6236,0.5064,0.1232,0.4666,6618.0
202409,4002,5101,Retivue,0.7827,0.5547,0.3576,0.3693,0.4666,2901.0
202410,4002,5101,Retivue,0.8189,0.6295,0.4319,0.2397,0.4666,5750.0
202411,4002,5101,Retivue,0.8189,0.7362,0.5004,0.0,0.4666,7178.0
202412,4002,5101,Retivue,0.8189,0.6683,0.215,0.0906,0.4666,5645.0
202501,4002,5101,Retivue,0.8214,0.6391,0.563,0.0943,0.4666,7693.0
202502,4002,5101,Retivue,0.8214,0.5764,0.6356,0.0556,0.4666,6354.0
202503,4002,5101,Retivue,0.8214,0.6262,0.661,0.2696,0.4666,6427.0
202504,4002,5101,Retivue,0.8364,0.733,0.4654,0.1745,0.4666,7202.0
202505,4002,5101,Retivue,0.8364,0.6537,0.4422,0.2229,0.4666,5911.0
202506,4002,5101,Retivue,0.8364,0.7707,,0.1704,0.4666,3262.0
202101,4003,5101,Retivue,0.876,0.7452,0.3979,0.3686,0.8,2721.0
202102,4003,5101,Retivue,0.876,0.677,0.6492,0.3581,0.8,5320.0
202103,4003,5101,Retivue,0.876,0.7783,0.5173,0.0502,0.8,4463.0
202104,4003,5101,Retivue,0.8647,0.7094,0.5989,0.1213,0.8,7082.0
202105,4003,5101,Retivue,0.8647,0.6771,0.2988,0.2995,0.8,5786.0
202106,4003,5101,Retivue,0.8647,0.6997,0.482,0.5381,0.8,3099.0
202107,4003,5101,Retivue,0.8733,0.7696,0.5175,0.1148,0.8,6722.0
202108,4003,5101,Retivue,0.8733,0.626,0.556,0.1879,0.8,5469.0
202109,4003,5101,Retivue,0.8733,0.7101,0.6529,0.2304,0.8,6137.0
202110,4003,5101,Retivue,0.8476,0.7396,0.312,0.2973,0.8,6178.0
202111,4003,5101,Retivue,0.8476,0.7396,0.379,0.2564,0.8,4643.0
202112,4003,5101,Retivue,0.8476,0.657,0.3159,0.16,0.8,5559.0
202201,4003,5101,Retivue,0.8692,0.7466,0.3311,0.0,0.8,5994.0
202202,4003,5101,Retivue,0.8692,0.6377,0.4437,0.0567,0.8,4111.0
202203,4003,5101,Retivue,0.8692,0.7695,0.4675,0.2421,0.8,7538.0
202204,4003,5101,Retivue,0.9033,0.7781,0.302,0.0677,0.8,7737.0
202205,4003,5101,Retivue,0.9033,0.748,0.5377,0.1247,0.8,4118.0
202206,4003,5101,Retivue,0.9033,0.6814,0.5145,0.3241,0.8,4596.0
202207,4003,5101,Retivue,0.8817,0.7918,0.3415,0.3339,0.8,5158.0
202208,4003,5101,Retivue,0.8817,0.6426,0.4812,0.2747,0.8,2939.0
202209,4003,5101,Retivue,0.8817,0.6889,0.301,0.2357,0.8,3335.0
202210,4003,5101,Retivue,0.8787,0.7681,0.3887,0.2457,0.8,6548.0
202211,4003,5101,Retivue,0.8787,0.7996,0.6655,0.2616,0.8,5565.0
202212,4003,5101,Retivue,0.8787,0.8173,,0.2133,0.8,6466.0
202301,4003,5101,Retivue,0.8704,0.6341,0.3869,0.1388,0.8,7710.0
202302,4003,5101,Retivue,0.8704,0.7104,0.2982,0.2566,0.8,2641.0
202303,4003,5101,Retivue,0.8704,0.6714,,0.1956,0.8,6302.0
202304,4003,5101,Retivue,0.891,0.6528,0.3651,0.2775,0.8,6203.0
202305,4003,5101,Retivue,0.891,0.7222,0.4814,0.369,0.8,7190.0
202306,4003,5101,Retivue,0.891,0.648,0.5502,0.4935,0.8,6779.0
202307,4003,5101,Retivue,0.8787,0.7227,0.4111,0.3341,0.8,3735.0
202308,4003,5101,Retivue,0.8787,0.7711,0.4889,0.3324,0.8,5693.0
202309,4003,5101,Retivue,0.8787,0.7586,,0.4611,0.8,3177.0
202310,4003,5101,Retivue,0.943,0.8823,0.3573,0.1233,0.8,6012.0
202311,4003,5101,Retivue,0.943,0.7142,0.3363,0.5075,0.8,3513.0
202312,4003,5101,Retivue,0.943,0.8518,0.5546,0.186,0.8,
202401,4003,5101,Retivue,0.919,0.7415,0.4781,0.2967,0.8,4867.0
202402,4003,5101,Retivue,0.919,0.695,0.3402,0.3906,0.8,
202403,4003,5101,Retivue,0.919,0.7584,0.45,0.4016,0.8,5751.0
202404,4003,5101,Retivue,0.9294,0.8597,0.4389,0.2249,0.8,7067.0
202405,4003,5101,Retivue,0.9294,0.8361,0.5422,0.3005,0.8,4754.0
202406,4003,5101,Retivue,0.9294,0.7319,0.3729,0.1771,0.8,7714.0
202407,4003,5101,Retivue,0.9601,0.8381,,0.1016,0.8,4629.0
202408,4003,5101,Retivue,0.9601,0.7717,0.6903,0.259,0.8,3966.0
202409,4003,5101,Retivue,0.9601,0.8061,0.6554,0.3177,0.8,4789.0
202410,4003,5101,Retivue,0.9752,0.8666,0.6436,0.193,0.8,7675.0
202411,4003,5101,Retivue,0.9752,0.9092,,0.306,0.8,2959.0
202412,4003,5101,Retivue,0.9752,0.9197,0.2211,0.3212,0.8,4516.0
202501,4003,5101,Retivue,0.9803,0.9202,0.2632,0.2099,0.8,5955.0
202502,4003,5101,Retivue,0.9803,0.8623,0.5386,0.5489,0.8,5085.0
202503,4003,5101,Retivue,0.9803,0.8532,0.4768,0.3061,0.8,3656.0
202504,4003,5101,Retivue,0.9733,0.7777,0.3973,0.2085,0.8,5089.0
202505,4003,5101,Retivue,0.9733,0.9048,0.5987,0.0472,0.8,3183.0
202506,4003,5101,Retivue,0.9733,0.7698,0.1654,0.3486,0.8,4376.0
202101,4004,5101,Retivue,0.8029,0.6198,0.4273,0.1675,0.4004,13152.0
202102,4004,5101,Retivue,0.8029,0.6624,0.3532,0.2343,0.4004,8621.0
202103,4004,5101,Retivue,0.8029,0.6346,0.4465,0.0058,0.4004,9719.0
202104,4004,5101,Retivue,0.8025,0.6786,0.6738,0.0671,0.4004,13159.0
202105,4004,5101,Retivue,0.8025,0.7126,0.6564,0.4351,0.4004,11971.0
202106,4004,5101,Retivue,0.8025,0.5749,,0.3708,0.4004,9830.0
202107,4004,5101,Retivue,0.8086,0.7476,0.4383,0.3157,0.4004,8628.0
202108,4004,5101,Retivue,0.8086,0.7475,0.2429,0.2736,0.4004,10831.0
202109,4004,5101,Retivue,0.8086,0.6894,0.6439,0.1268,0.4004,4785.0
202110,4004,5101,Retivue,0.835,0.768,0.2983,0.2804,0.4004,5557.0
202111,4004,5101,Retivue,0.835,0.6273,0.5246,0.3999,0.4004,5491.0
202112,4004,5101,Retivue,0.835,0.7265,0.5512,0.1833,0.4004,13482.0
202201,4004,5101,Retivue,0.8254,0.7028,0.4556,0.4084,0.4004,
202202,4004,5101,Retivue,0.8254,0.5851,0.3152,0.3576,0.4004,10590.0
202203,4004,5101,Retivue,0.8254,0.7701,0.2376,0.2307,0.4004,5551.0
202204,4004,5101,Retivue,0.817,0.757,0.1011,0.3758,0.4004,7093.0
202205,4004,5101,Retivue,0.817,0.7269,0.3471,0.1491,0.4004,7640.0
202206,4004,5101,Retivue,0.817,0.5825,0.2987,0.4363,0.4004,4672.0
202207,4004,5101,Retivue,0.8323,0.6513,0.6658,0.1859,0.4004,9578.0
202208,4004,5101,Retivue,0.8323,0.7806,0.3114,0.0913,0.4004,11461.0
202209,4004,5101,Retivue,0.8323,0.6284,,0.3269,0.4004,11315.0
202210,4004,5101,Retivue,0.8114,0.6406,,0.2974,0.4004,8226.0
202211,4004,5101,Retivue,0.8114,0.7351,0.612,0.4073,0.4004,8503.0
202212,4004,5101,Retivue,0.8114,0.692,0.438,0.3323,0.4004,12541.0
202301,4004,5101,Retivue,0.8224,0.6883,0.4691,0.2132,0.4004,8665.0
202302,4004,5101,Retivue,0.8224,0.7135,0.6114,0.2047,0.4004,12244.0
202303,4004,5101,Retivue,0.8224,0.7665,0.469,0.1651,0.4004,12550.0
202304,4004,5101,Retivue,0.8471,0.6115,0.746,0.2323,0.4004,11390.0
202305,4004,5101,Retivue,0.8471,0.7015,0.3827,0.0195,0.4004,7653.0
202306,4004,5101,Retivue,0.8471,0.7295,0.3979,,0.4004,10567.0
202307,4004,5101,Retivue,0.8718,0.6621,0.4488,0.1271,0.4004,13294.0
202308,4004,5101,Retivue,0.8718,0.7647,0.4362,0.258,0.4004,8581.0
202309,4004,5101,Retivue,0.8718,0.6869,0.2477,0.2164,0.4004,10580.0
202310,4004,5101,Retivue,0.8663,0.8071,0.8403,0.3038,0.4004,8636.0
202311,4004,5101,Retivue,0.8663,0.6761,0.3604,0.2554,0.4004,6108.0
202312,4004,5101,Retivue,0.8663,0.656,0.5378,0.2114,0.4004,7359.0
202401,4004,5101,Retivue,0.8772,0.792,0.3557,0.1638,0.4004,5145.0
202402,4004,5101,Retivue,0.8772,0.7806,0.4534,0.3805,0.4004,13869.0
202403,4004,5101,Retivue,0.8772,0.7095,0.6303,0.3641,0.4004,11281.0
202404,4004,5101,Retivue,0.8605,0.6222,0.3623,0.2364,0.4004,13442.0
202405,4004,5101,Retivue,0.8605,0.8102,0.3283,0.2698,0.4004,8440.0
202406,4004,5101,Retivue,0.8605,0.7638,0.1532,0.1102,0.4004,10158.0
202407,4004,5101,Retivue,0.8854,0.7438,0.364,0.4656,0.4004,9119.0
202408,4004,5101,Retivue,0.8854,0.6449,0.4324,0.3771,0.4004,
202409,4004,5101,Retivue,0.8854,0.8165,0.5684,0.3815,0.4004,6368.0
202410,4004,5101,Retivue,0.9063,0.7863,0.4554,0.2895,0.4004,10884.0
202411,4004,5101,Retivue,0.9063,0.6692,,0.2338,0.4004,12648.0
202412,4004,5101,Retivue,0.9063,0.7256,0.136,0.3087,0.4004,10214.0
202501,4004,5101,Retivue,0.898,0.6708,0.5011,0.3358,0.4004,7200.0
202502,4004,5101,Retivue,0.898,0.7911,0.4209,0.2416,0.4004,12283.0
202503,4004,5101,Retivue,0.898,0.8441,0.6527,0.2389,0.4004,8245.0
202504,4004,5101,Retivue,0.9075,0.7507,0.5269,0.053,0.4004,6632.0
202505,4004,5101,Retivue,0.9075,0.6915,0.417,0.2649,0.4004,9365.0
202506,4004,5101,Retivue,0.9075,0.6669,0.4085,0.3209,0.4004,14123.0
202101,4005,5101,Retivue,0.7829,0.7086,0.4679,0.5197,0.458,23309.0
202102,4005,5101,Retivue,0.7829,0.562,0.5603,0.1556,0.458,13525.0
202103,4005,5101,Retivue,0.7829,0.604,0.3453,0.2416,0.458,9699.0
202104,4005,5101,Retivue,0.8151,0.7406,0.1708,0.2421,0.458,13566.0
202105,4005,5101,Retivue,0.8151,0.6354,0.3914,0.3274,0.458,11246.0
202106,4005,5101,Retivue,0.8151,0.6022,0.2845,0.4173,0.458,20086.0
202107,4005,5101,Retivue,0.8422,0.6734,0.4005,0.3789,0.458,11621.0
202108,4005,5101,Retivue,0.8422,0.7184,0.5787,0.2706,0.458,12907.0
202109,4005,5101,Retivue,0.8422,0.6158,0.3832,0.1129,0.458,19933.0
202110,4005,5101,Retivue,0.8382,0.7044,0.5551,0.1677,0.458,11669.0
202111,4005,5101,Retivue,0.8382,0.6188,0.7224,0.3296,0.458,23444.0
202112,4005,5101,Retivue,0.8382,0.7857,0.6488,0.1991,0.458,25392.0
202201,4005,5101,Retivue,0.802,0.6826,0.652,0.1323,0.458,16725.0
202202,4005,5101,Retivue,0.802,0.6641,0.296,0.2312,0.458,14316.0
202203,4005,5101,Retivue,0.802,0.7442,0.404,0.3027,0.458,24674.0
202204,4005,5101,Retivue,0.8305,0.7137,0.5351,0.0476,0.458,21891.0
202205,4005,5101,Retivue,0.8305,0.7726,0.6116,0.1731,0.458,19013.0
202206,4005,5101,Retivue,0.8305,0.6916,0.7167,0.4487,0.458,9474.0
202207,4005,5101,Retivue,0.8583,0.738,0.4686,0.2169,0.458,23678.0
202208,4005,5101,Retivue,0.8583,0.6752,0.5115,0.1843,0.458,9702.0
202209,4005,5101,Retivue,0.8583,0.7298,0.5798,0.2594,0.458,28733.0
202210,4005,5101,Retivue,0.8401,0.7428,0.377,0.2194,0.458,25490.0
202211,4005,5101,Retivue,0.8401,0.6215,0.5326,0.2428,0.458,24496.0
202212,4005,5101,Retivue,0.8401,0.7449,0.502,0.3407,0.458,16885.0
202301,4005,5101,Retivue,0.8575,0.803,0.7211,0.1709,0.458,19316.0
202302,4005,5101,Retivue,0.8575,0.7864,0.3991,0.2261,0.458,17884.0
202303,4005,5101,Retivue,0.8575,0.705,0.4801,0.1499,0.458,26107.0
202304,4005,5101,Retivue,0.8817,0.7437,,0.3242,0.458,27425.0
202305,4005,5101,Retivue,0.8817,0.7963,0.5648,0.1948,0.458,20834.0
202306,4005,5101,Retivue,0.8817,0.7338,0.5178,0.179,0.458,11097.0
202307,4005,5101,Retivue,0.8822,0.6626,0.4963,0.1709,0.458,22119.0
202308,4005,5101,Retivue,0.8822,0.6563,0.3448,0.4742,0.458,23043.0
202309,4005,5101,Retivue,0.8822,0.8096,0.2778,0.146,0.458,29594.0
202310,4005,5101,Retivue,0.8769,0.7422,0.4834,0.1709,0.458,25899.0
202311,4005,5101,Retivue,0.8769,0.746,0.4734,0.368,0.458,10372.0
202312,4005,5101,Retivue,0.8769,0.6769,0.4955,0.3694,0.458,29123.0
202401,4005,5101,Retivue,0.8872,0.8044,0.5081,0.1623,0.458,12796.0
202402,4005,5101,Retivue,0.8872,0.769,0.6661,0.148,0.458,
202403,4005,5101,Retivue,0.8872,0.6972,0.6469,0.0194,0.458,14426.0
202404,4005,5101,Retivue,0.8654,0.787,0.5076,0.1228,0.458,
202405,4005,5101,Retivue,0.8654,0.8109,0.5674,0.1257,0.458,22842.0
202406,4005,5101,Retivue,0.8654,0.7057,0.508,0.1996,0.458,15569.0
202407,4005,5101,Retivue,0.8829,0.6961,0.4681,0.2731,0.458,12558.0
202408,4005,5101,Retivue,0.8829,0.7354,0.6866,0.1874,0.458,21033.0
202409,4005,5101,Retivue,0.8829,0.7462,,0.0756,0.458,25490.0
202410,4005,5101,Retivue,0.8789,0.6334,0.5271,0.4778,0.458,22751.0
202411,4005,5101,Retivue,0.8789,0.7422,0.4918,0.3633,0.458,17097.0
202412,4005,5101,Retivue,0.8789,0.763,0.491,0.3117,0.458,16911.0
202501,4005,5101,Retivue,0.8938,0.6643,0.3418,,0.458,
202502,4005,5101,Retivue,0.8938,0.8303,0.5404,0.3528,0.458,16293.0
202503,4005,5101,Retivue,0.8938,0.7971,0.4127,0.1433,0.458,11705.0
202504,4005,5101,Retivue,0.9068,0.8364,0.3536,0.2,0.458,23244.0
202505,4005,5101,Retivue,0.9068,0.7558,0.4951,0.2762,0.458,25378.0
202506,4005,5101,Retivue,0.9068,0.8136,0.5261,0.094,0.458,17994.0
202101,4006,5101,Retivue,0.7316,0.5154,0.2857,0.0132,0.5541,10607.0
